epoch,loss,accuracy,recall,precision,miou,f1_score,val_loss,val_accuracy,val_recall,val_precision,val_miou,val_f1_score,lr
1,0.8395251035690308,0.8864130973815918,0.25511878728866577,0.9616138339042664,0.3749862015247345,0.3965393900871277,0.9420880675315857,0.822503924369812,0.16778521239757538,0.5808587670326233,0.3749994933605194,0.2598353326320648,9.999999747378752e-05
2,0.7701963782310486,0.9162613153457642,0.3830493986606598,0.9687268137931824,0.3749863803386688,0.514593780040741,0.8776519894599915,0.8295565843582153,0.7600460648536682,0.8542510867118835,0.3749890625476837,0.8033910393714905,9.999999747378752e-05
3,0.7158239483833313,0.9314979314804077,0.7435893416404724,0.984054684638977,0.3749856948852539,0.8304129242897034,0.8548757433891296,0.8290192484855652,0.7845746278762817,0.8505749106407166,0.3750741183757782,0.8155490159988403,9.999999747378752e-05
4,0.6681433320045471,0.9420749545097351,0.8503519892692566,0.9853640198707581,0.3749999403953552,0.9082592725753784,0.803303599357605,0.8311161994934082,0.8015790581703186,0.8517153859138489,0.37499961256980896,0.8252307176589966,9.999999747378752e-05
5,0.6328518986701965,0.9406065344810486,0.854882538318634,0.9842690229415894,0.375,0.9085690379142761,0.7760235667228699,0.8314130306243896,0.8081548810005188,0.8504503965377808,0.375,0.8281177282333374,9.999999747378752e-05
6,0.5940006971359253,0.9472873210906982,0.8669695258140564,0.9852737188339233,0.375,0.9166663289070129,0.7491757869720459,0.8295484185218811,0.8092297315597534,0.8461747765541077,0.37499967217445374,0.82674640417099,9.999999747378752e-05
7,0.5533860325813293,0.9526521563529968,0.8769791722297668,0.9840492606163025,0.375,0.9225146174430847,0.7268905639648438,0.8287782669067383,0.809844970703125,0.8447005152702332,0.3749999403953552,0.8264299035072327,9.999999747378752e-05
8,0.5161699652671814,0.9560108780860901,0.8869363069534302,0.9837806224822998,0.375,0.9283440709114075,0.6978448033332825,0.8306974768638611,0.8167741298675537,0.8442367315292358,0.375,0.8296806216239929,9.999999747378752e-05
9,0.4920945465564728,0.9490091800689697,0.885012149810791,0.9820374250411987,0.375,0.9261957406997681,0.6779372692108154,0.8301348686218262,0.8171858191490173,0.8425922989845276,0.3750006854534149,0.8291605114936829,9.999999747378752e-05
10,0.4629613757133484,0.9519937634468079,0.8890921473503113,0.979423463344574,0.375,0.9275710582733154,0.6541122794151306,0.8308121562004089,0.8206489086151123,0.8418305516242981,0.375,0.8305167555809021,9.999999747378752e-05
11,0.4386424124240875,0.9548500180244446,0.8897815346717834,0.9815998077392578,0.375,0.928485631942749,0.6389160752296448,0.8302724957466125,0.8215451836585999,0.8401430249214172,0.375,0.8301636576652527,9.999999747378752e-05
12,0.4170917868614197,0.952781617641449,0.886936366558075,0.9779158234596252,0.375,0.9252933859825134,0.6199300289154053,0.831649899482727,0.8243468403816223,0.8402600884437561,0.375,0.8316333293914795,9.999999747378752e-05
13,0.3885146677494049,0.9604175090789795,0.8856387138366699,0.9806734919548035,0.375,0.9251507520675659,0.6098953485488892,0.8315883278846741,0.8249080181121826,0.8395801186561584,0.375,0.8315788507461548,9.999999747378752e-05
14,0.3657710552215576,0.9616525173187256,0.8863278031349182,0.9812244176864624,0.375,0.925473153591156,0.5955608487129211,0.8310826420783997,0.8250679969787598,0.8382938504219055,0.375,0.831057608127594,9.999999747378752e-05
15,0.3420729637145996,0.964946985244751,0.8891264796257019,0.9846906065940857,0.375,0.9282663464546204,0.5851386785507202,0.8317767977714539,0.8267960548400879,0.8379195928573608,0.375,0.8317421078681946,9.999999747378752e-05
16,0.3220071494579315,0.967802882194519,0.8912141919136047,0.9865648150444031,0.375,0.9299873113632202,0.5835158228874207,0.8308969140052795,0.8265385627746582,0.8363606333732605,0.375,0.8308321833610535,9.999999747378752e-05
17,0.30570992827415466,0.9688475131988525,0.8940045237541199,0.9859994053840637,0.375,0.9313536882400513,0.5726091861724854,0.8316447138786316,0.8276076912879944,0.8366543650627136,0.375,0.8315330743789673,9.999999747378752e-05
18,0.2905239164829254,0.9697121381759644,0.897810697555542,0.9868717193603516,0.375,0.9338740110397339,0.5734667181968689,0.8311068415641785,0.8274496793746948,0.8358805775642395,0.375,0.8310590982437134,9.999999747378752e-05
19,0.2762458324432373,0.9710459113121033,0.9015386700630188,0.9882137775421143,0.375,0.936610996723175,0.5746811628341675,0.8318781852722168,0.8282408118247986,0.836592972278595,0.375,0.8318182229995728,9.999999747378752e-05
20,0.2618691921234131,0.9726079702377319,0.908470630645752,0.9881858825683594,0.375,0.9409040212631226,0.5660463571548462,0.8320865631103516,0.8284494876861572,0.8365470767021179,0.375,0.8319001793861389,9.999999747378752e-05
21,0.25025925040245056,0.9735672473907471,0.9128538966178894,0.9887644648551941,0.375,0.9438284635543823,0.5725635886192322,0.8318282961845398,0.8285266160964966,0.8359284400939941,0.375,0.8316431641578674,9.999999747378752e-05
22,0.23848097026348114,0.9746145009994507,0.9186058044433594,0.9889898896217346,0.375,0.9473763704299927,0.5771104097366333,0.8315385580062866,0.8285472393035889,0.8354516625404358,0.375,0.8314106464385986,9.999999747378752e-05
23,0.2274336814880371,0.9762241244316101,0.9239163398742676,0.9899218678474426,0.375,0.9510111212730408,0.5792165398597717,0.8312981724739075,0.8282224535942078,0.8351412415504456,0.375,0.8310883045196533,9.999999747378752e-05
24,0.21813376247882843,0.9770815968513489,0.9279693961143494,0.9900516867637634,0.375,0.9535853862762451,0.5857939720153809,0.8325113654136658,0.8299080729484558,0.8360626101493835,0.375,0.832402229309082,9.999999747378752e-05
25,0.20911264419555664,0.9781081080436707,0.9316855072975159,0.9903549551963806,0.375,0.955967366695404,0.5974735617637634,0.8313639163970947,0.8287904858589172,0.8347712159156799,0.375,0.8311973214149475,9.999999747378752e-05
26,0.20109327137470245,0.9787403345108032,0.9344799518585205,0.9907888174057007,0.375,0.9578169584274292,0.5961527228355408,0.8328759670257568,0.8304895162582397,0.8360841274261475,0.3749999403953552,0.8327135443687439,9.999999747378752e-05
27,0.19364391267299652,0.9796553254127502,0.9370189309120178,0.9910773038864136,0.375,0.9594596028327942,0.600048303604126,0.8304944038391113,0.8279570937156677,0.8335798978805542,0.375,0.830173134803772,9.999999747378752e-05
28,0.18677116930484772,0.980448842048645,0.9388368129730225,0.9911675453186035,0.375,0.9605950117111206,0.6008273363113403,0.8319445252418518,0.8296719193458557,0.8349149227142334,0.375,0.8317094445228577,9.999999747378752e-05
29,0.18043577671051025,0.9814005494117737,0.9411348700523376,0.9913716316223145,0.375,0.9620415568351746,0.6135042905807495,0.832707941532135,0.8306466341018677,0.8354408740997314,0.375,0.832468569278717,9.999999747378752e-05
30,0.17496508359909058,0.9817476868629456,0.9417579770088196,0.9916740655899048,0.375,0.9624921679496765,0.622046172618866,0.8328497409820557,0.8308467864990234,0.8355056047439575,0.375,0.83260178565979,9.999999747378752e-05
31,0.19947654008865356,0.9559904932975769,0.9252263903617859,0.9904288649559021,0.375,0.9520362615585327,0.6140057444572449,0.8326283693313599,0.8304798603057861,0.8353533148765564,0.3749997317790985,0.8323315978050232,9.999999747378752e-06
