epoch,val_loss,val_accuracy,val_recall,val_precision,val_miou,val_f1_score,loss,accuracy,recall,precision,miou,f1_score,lr
1,0.5626214146614075,0.7546534538269043,0.5127844214439392,0.8241466283798218,0.22436389327049255,0.7369885444641113,0.8585337227226323,0.6604883670806885,0.31250739097595215,0.681675374507904,0.17580634355545044,0.5952740907669067,9.999999747378752e-05
2,0.24224677681922913,0.828050971031189,0.6373330950737,0.8401334285736084,0.26045459508895874,0.8297935128211975,0.4847073619150453,0.8062524199485779,0.5825518369674683,0.8339998126029968,0.24315987527370453,0.8006492853164673,9.999999747378752e-05
3,0.21686266362667084,0.8470304012298584,0.6980160474777222,0.848731517791748,0.28848451375961304,0.8471053838729858,0.3871535224537564,0.8381362557411194,0.6722812652587891,0.845128059387207,0.2748810350894928,0.8379119634628296,9.999999747378752e-05
4,0.16592802107334137,0.8415845036506653,0.730596661567688,0.8542492389678955,0.30998337268829346,0.8434314131736755,0.35741075763526636,0.8463115096092224,0.7156544923782349,0.8515982627868652,0.3002984821796417,0.8468270301818848,9.999999747378752e-05
5,0.173135444521904,0.8611370921134949,0.7510296106338501,0.8587502837181091,0.3303459882736206,0.861406683921814,0.34018229416165596,0.8523039221763611,0.7414694428443909,0.8565396666526794,0.31947124004364014,0.8523020148277283,9.999999747378752e-05
6,0.12834055721759796,0.8728303909301758,0.7678512334823608,0.8628695607185364,0.35316675901412964,0.8734288811683655,0.3179705990239596,0.8655337691307068,0.7596535682678223,0.860836386680603,0.34210819005966187,0.8654890656471252,9.999999747378752e-05
7,0.1127210184931755,0.8887413144111633,0.7815526127815247,0.8666521310806274,0.37267908453941345,0.8894153833389282,0.30793116748746896,0.8737933039665222,0.7749525308609009,0.8647727370262146,0.3627520799636841,0.8740202188491821,9.999999747378752e-05
8,0.27304208278656006,0.8929210305213928,0.7925287485122681,0.8698709607124329,0.3896505832672119,0.89252108335495,0.29962217037239647,0.877801775932312,0.787286639213562,0.8683321475982666,0.3811006247997284,0.8779402375221252,9.999999747378752e-05
9,0.1437501460313797,0.8992369174957275,0.8017271161079407,0.8729387521743774,0.40435904264450073,0.8993071913719177,0.2900696203001162,0.8834614157676697,0.7971879243850708,0.8713738918304443,0.3972027897834778,0.8836202621459961,9.999999747378752e-05
10,0.10988657921552658,0.9067984223365784,0.8095951676368713,0.8756534457206726,0.41648736596107483,0.9068295359611511,0.28354963332287264,0.8871619701385498,0.8056377172470093,0.8741979598999023,0.41015690565109253,0.8873072862625122,9.999999747378752e-05
11,0.10732732713222504,0.9017294645309448,0.8163528442382812,0.8780776262283325,0.4271737039089203,0.9016648530960083,0.28284971014811444,0.8902037739753723,0.8131657838821411,0.876975417137146,0.4221127927303314,0.8904110789299011,9.999999747378752e-05
12,0.15164901316165924,0.9065014719963074,0.8223101496696472,0.8803646564483643,0.43704792857170105,0.906322181224823,0.27261619673420984,0.8945732116699219,0.8193801641464233,0.8792335391044617,0.43216419219970703,0.8946852087974548,9.999999747378752e-05
13,0.09898380190134048,0.9138375520706177,0.8276245594024658,0.8824628591537476,0.44585680961608887,0.9139149188995361,0.2698871460385047,0.8967975378036499,0.8249679207801819,0.8813753724098206,0.44155120849609375,0.8969660997390747,9.999999747378752e-05
14,0.10518670827150345,0.8830423951148987,0.8324856758117676,0.8845073580741882,0.4536955952644348,0.8832539319992065,0.2623949952455413,0.9026738405227661,0.8301922678947449,0.8836074471473694,0.4501246511936188,0.9028194546699524,9.999999747378752e-05
15,0.08940267562866211,0.8881011605262756,0.8369615077972412,0.8864594101905823,0.46094346046447754,0.8881939649581909,0.25339357778589183,0.9082765579223633,0.8347806930541992,0.8855092525482178,0.45740240812301636,0.9084293842315674,9.999999747378752e-05
16,0.08795614540576935,0.9096165895462036,0.8412353992462158,0.8884795904159546,0.46795064210891724,0.9096821546554565,0.24683655339937943,0.9124306440353394,0.8391284942626953,0.887481153011322,0.4643689692020416,0.9125994443893433,9.999999747378752e-05
17,0.16405025124549866,0.8978158235549927,0.8452508449554443,0.8904696702957153,0.4747334420681,0.8979297876358032,0.23903154817401853,0.9161709547042847,0.8433058261871338,0.8895249962806702,0.47144395112991333,0.9163217544555664,9.999999747378752e-05
18,0.15348674356937408,0.9057173728942871,0.8491965532302856,0.8925312757492065,0.4814770221710205,0.905921220779419,0.22980241329433063,0.9231833815574646,0.8472886681556702,0.891541600227356,0.47804781794548035,0.9233407378196716,9.999999747378752e-05
19,0.08483617007732391,0.9088677167892456,0.8530150651931763,0.8946284055709839,0.48801547288894653,0.9089730978012085,0.22126665804933152,0.9282298684120178,0.8511775135993958,0.8936378955841064,0.4848620295524597,0.9283826351165771,9.999999747378752e-05
20,0.22233815491199493,0.9040883779525757,0.8566266894340515,0.8966519832611084,0.49421918392181396,0.9041082262992859,0.21239330922054428,0.9320584535598755,0.8549183011054993,0.8957170844078064,0.49124494194984436,0.9322251677513123,9.999999747378752e-05
21,0.2267822027206421,0.9012306332588196,0.8601271510124207,0.8986896872520447,0.5002480745315552,0.9014475345611572,0.20059073877194497,0.9373710751533508,0.8584169149398804,0.897698700428009,0.4972454607486725,0.9375357627868652,9.999999747378752e-05
22,0.4539933502674103,0.8926506042480469,0.8634401559829712,0.9006509184837341,0.505956768989563,0.8927870988845825,0.18836360624155554,0.9412622451782227,0.8618157505989075,0.8996896147727966,0.5032131671905518,0.9413994550704956,9.999999747378752e-05
