epoch,loss,accuracy,recall,precision,miou,f1_score,val_loss,val_accuracy,val_recall,val_precision,val_miou,val_f1_score,lr
1,0.8990089297294617,0.8185402154922485,0.22902365028858185,0.8134287595748901,0.3749997913837433,0.3530888259410858,0.8630168437957764,0.8522927761077881,0.13400553166866302,0.7706513404846191,0.375,0.2213318645954132,9.999999747378752e-05
2,0.782697856426239,0.8761749863624573,0.40114569664001465,0.8833881616592407,0.375,0.5300978422164917,0.7967131733894348,0.8554041385650635,0.6204737424850464,0.9302697777748108,0.375,0.7422478795051575,9.999999747378752e-05
3,0.7087917327880859,0.8939829468727112,0.7539079785346985,0.9360247254371643,0.375,0.8294615745544434,0.7731237411499023,0.846735417842865,0.7227596640586853,0.9218929409980774,0.375,0.8077038526535034,9.999999747378752e-05
4,0.6434401273727417,0.9114976525306702,0.8440951704978943,0.9499033689498901,0.375,0.893099844455719,0.6971210837364197,0.8704167008399963,0.7567837834358215,0.9363778233528137,0.3750000596046448,0.8345131278038025,9.999999747378752e-05
5,0.573456346988678,0.9303560256958008,0.8825321793556213,0.9615352749824524,0.375,0.9199845194816589,0.692773699760437,0.8541654348373413,0.7702801823616028,0.9126714468002319,0.375,0.8326094150543213,9.999999747378752e-05
6,0.5095460414886475,0.945784866809845,0.9107401967048645,0.9707902073860168,0.375,0.9392449855804443,0.6648678779602051,0.8547500967979431,0.7755895853042603,0.916176438331604,0.37500011920928955,0.8371467590332031,9.999999747378752e-05
7,0.4622434079647064,0.9530755281448364,0.9267310500144958,0.9734227061271667,0.375,0.9493207335472107,0.6370044350624084,0.8526079654693604,0.773751974105835,0.9143317937850952,0.37500014901161194,0.8364437818527222,9.999999747378752e-05
8,0.4190700948238373,0.95770663022995,0.9362826347351074,0.9754204750061035,0.375,0.9553250670433044,0.617884635925293,0.8484525084495544,0.8013392090797424,0.8849530816078186,0.3750021159648895,0.8401607871055603,9.999999747378752e-05
9,0.38132068514823914,0.9623134732246399,0.9450380206108093,0.9770341515541077,0.375,0.9606733918190002,0.6009155511856079,0.8515376448631287,0.8005408048629761,0.891118586063385,0.3750261068344116,0.8421515822410583,9.999999747378752e-05
10,0.35683682560920715,0.9618507623672485,0.9465032815933228,0.9751519560813904,0.375,0.9604793190956116,0.5518638491630554,0.8631094694137573,0.8282357454299927,0.8954885005950928,0.3750009536743164,0.859271764755249,9.999999747378752e-05
