epoch,loss,accuracy,recall,precision,miou,f1_score,val_loss,val_accuracy,val_recall,val_precision,val_miou,val_f1_score,lr
1,0.829853355884552,0.8877413272857666,0.2732328474521637,0.9600158929824829,0.375,0.4204353094100952,0.9547598361968994,0.8197290897369385,0.16530945897102356,0.5853524208068848,0.375,0.25722625851631165,9.999999747378752e-05
2,0.7593124508857727,0.9296700954437256,0.3838174045085907,0.9758977890014648,0.375,0.5183404088020325,0.8894657492637634,0.8291766047477722,0.6937883496284485,0.8454434871673584,0.375,0.7607362270355225,9.999999747378752e-05
3,0.7070035338401794,0.9425291419029236,0.7584934234619141,0.985202431678772,0.375,0.8380991220474243,0.8455349206924438,0.8299097418785095,0.7928128242492676,0.8560914993286133,0.375,0.8223329186439514,9.999999747378752e-05
4,0.662121593952179,0.9432603716850281,0.8510230779647827,0.9898806810379028,0.375,0.9085513353347778,0.8126025795936584,0.8313030004501343,0.80701744556427,0.8506353497505188,0.375,0.8275074362754822,9.999999747378752e-05
5,0.6171026825904846,0.9534890651702881,0.8818073868751526,0.987204909324646,0.375,0.9270244836807251,0.7792254090309143,0.8310959339141846,0.8122983574867249,0.847980797290802,0.375,0.8290281891822815,9.999999747378752e-05
6,0.5875263214111328,0.9562138915061951,0.8727898001670837,0.9845623970031738,0.375,0.919778048992157,0.7536037564277649,0.831525444984436,0.8154101371765137,0.8456480503082275,0.375,0.829513669013977,9.999999747378752e-05
7,0.5522972941398621,0.9506558775901794,0.887744128704071,0.985028862953186,0.375,0.9287617802619934,0.7329123020172119,0.8293630480766296,0.8166555166244507,0.8418806195259094,0.375,0.8284084796905518,9.999999747378752e-05
8,0.5161392092704773,0.9552943110466003,0.8839166164398193,0.9876112937927246,0.375,0.9271129965782166,0.7008050680160522,0.8311067819595337,0.819523274898529,0.842506468296051,0.375,0.8302042484283447,9.999999747378752e-05
9,0.4763929843902588,0.9633168578147888,0.8977797627449036,0.9855448007583618,0.375,0.9347897171974182,0.6817835569381714,0.8320351839065552,0.8228175044059753,0.8422050476074219,0.375,0.8317632079124451,9.999999747378752e-05
10,0.44233614206314087,0.966437578201294,0.9047449827194214,0.9874735474586487,0.375,0.9393131732940674,0.6639108061790466,0.8309352397918701,0.8225253820419312,0.8403980731964111,0.375,0.8307332992553711,9.999999747378752e-05
11,0.4146369695663452,0.9673037528991699,0.9106337428092957,0.985859751701355,0.375,0.942165195941925,0.6382251381874084,0.8311188220977783,0.8240607380867004,0.8394314646720886,0.375,0.8310113549232483,9.999999747378752e-05
12,0.38294458389282227,0.9728690385818481,0.9195939898490906,0.988551914691925,0.375,0.9484525918960571,0.6299151182174683,0.830984354019165,0.8247540593147278,0.8386169075965881,0.375,0.8309767246246338,9.999999747378752e-05
13,0.36172905564308167,0.9715793132781982,0.9211012721061707,0.9878054261207581,0.375,0.9488638639450073,0.6131802797317505,0.8317400217056274,0.826231062412262,0.838768720626831,0.375,0.831792414188385,9.999999747378752e-05
14,0.33790016174316406,0.9745198488235474,0.9281907677650452,0.9879586696624756,0.375,0.9532338380813599,0.6036442518234253,0.8318293690681458,0.8270478248596191,0.8379451632499695,0.375,0.8318166732788086,9.999999747378752e-05
15,0.3155001699924469,0.9764320254325867,0.9302331209182739,0.9900828003883362,0.375,0.9551900625228882,0.5976206064224243,0.8308355808258057,0.826496958732605,0.8365744352340698,0.375,0.8308525085449219,9.999999747378752e-05
16,0.29620271921157837,0.977817714214325,0.9341988563537598,0.990481972694397,0.375,0.9576705098152161,0.5908687710762024,0.8317084908485413,0.8276880979537964,0.8369704484939575,0.375,0.8316585421562195,9.999999747378752e-05
17,0.28182342648506165,0.9761046767234802,0.9344644546508789,0.9906503558158875,0.375,0.9578483700752258,0.5800873041152954,0.8317602276802063,0.8281553983688354,0.8365313410758972,0.375,0.8316780924797058,9.999999747378752e-05
18,0.26440778374671936,0.9785872101783752,0.937963604927063,0.9915327429771423,0.375,0.9601840376853943,0.5764514803886414,0.8315244913101196,0.8283247947692871,0.8358453512191772,0.375,0.83143550157547,9.999999747378752e-05
