epoch,loss,accuracy,recall,precision,miou,f1_score,val_loss,val_accuracy,val_recall,val_precision,val_miou,val_f1_score,lr
1,0.8292842507362366,0.8891944289207458,0.27017250657081604,0.9562699198722839,0.375,0.4162448048591614,0.9489547610282898,0.8305638432502747,0.16739006340503693,0.5820563435554504,0.375,0.25942838191986084,9.999999747378752e-05
2,0.7595641613006592,0.9259577393531799,0.38524362444877625,0.9767720103263855,0.375,0.5218778252601624,0.9032136797904968,0.8291013240814209,0.5162897706031799,0.8020499348640442,0.374983549118042,0.6272405385971069,9.999999747378752e-05
3,0.7096781134605408,0.939586877822876,0.7302059531211853,0.9890331029891968,0.375,0.8157800436019897,0.8499962091445923,0.8307504653930664,0.78639817237854,0.8526678681373596,0.375,0.8173445463180542,9.999999747378752e-05
4,0.6650784015655518,0.9426900744438171,0.8504834771156311,0.987907350063324,0.375,0.906457245349884,0.8138678669929504,0.8313713669776917,0.8033660054206848,0.8489888906478882,0.375,0.824903130531311,9.999999747378752e-05
5,0.6137136220932007,0.954688310623169,0.8851717114448547,0.9891796708106995,0.375,0.9299453496932983,0.7763094305992126,0.8315690159797668,0.814050018787384,0.8481503129005432,0.375,0.8300786018371582,9.999999747378752e-05
6,0.5757397413253784,0.9566259384155273,0.8921800255775452,0.9894076585769653,0.375,0.9337912201881409,0.7448710799217224,0.8313899040222168,0.8163915872573853,0.8448306322097778,0.375,0.8297246694564819,9.999999747378752e-05
7,0.5337862372398376,0.9564502835273743,0.9055376052856445,0.9857869744300842,0.375,0.9401729106903076,0.7204341292381287,0.8320979475975037,0.8197174072265625,0.843702495098114,0.375,0.8308843970298767,9.999999747378752e-05
8,0.50505131483078,0.961644172668457,0.904464066028595,0.9879029393196106,0.375,0.9399880766868591,0.7014627456665039,0.8307545781135559,0.8201468586921692,0.8422982692718506,0.375,0.8304525017738342,9.999999747378752e-05
9,0.4783003628253937,0.9622271060943604,0.9055991768836975,0.9857650995254517,0.375,0.9394736886024475,0.6785507798194885,0.8317557573318481,0.8230695724487305,0.8413839340209961,0.375,0.8315160870552063,9.999999747378752e-05
10,0.4410005509853363,0.9649900197982788,0.9131847620010376,0.9875160455703735,0.375,0.944595456123352,0.661126971244812,0.8289310932159424,0.8208508491516113,0.8376606106758118,0.375,0.8285689949989319,9.999999747378752e-05
11,0.4237273931503296,0.9656054377555847,0.9074409008026123,0.9862799048423767,0.375,0.94075608253479,0.639403760433197,0.8302978873252869,0.8236876130104065,0.837982177734375,0.375,0.8301740288734436,9.999999747378752e-05
12,0.39954298734664917,0.9678277969360352,0.9086832404136658,0.9855920672416687,0.375,0.9407944679260254,0.6275761723518372,0.8316352963447571,0.8255714178085327,0.8389579653739929,0.375,0.8316031694412231,9.999999747378752e-05
13,0.3736112713813782,0.9702426791191101,0.9123314619064331,0.9859039783477783,0.375,0.9428123831748962,0.6038727164268494,0.8320041298866272,0.8266198635101318,0.8385574221611023,0.375,0.8319535255432129,9.999999747378752e-05
14,0.3495880365371704,0.9726974368095398,0.9183708429336548,0.9865844249725342,0.375,0.9467331767082214,0.5985400080680847,0.8321598172187805,0.8274192214012146,0.8380655646324158,0.375,0.8321152925491333,9.999999747378752e-05
15,0.3257189095020294,0.9728513956069946,0.9212496876716614,0.987122654914856,0.375,0.9486398100852966,0.5934439301490784,0.8319210410118103,0.8275637030601501,0.8373656272888184,0.375,0.8318503499031067,9.999999747378752e-05
16,0.30651265382766724,0.9749978184700012,0.9257386326789856,0.987999439239502,0.375,0.9516144394874573,0.5773494839668274,0.8314327597618103,0.8276258111000061,0.8362517356872559,0.375,0.831332266330719,9.999999747378752e-05
17,0.28812822699546814,0.9761192798614502,0.9323403239250183,0.9880918860435486,0.375,0.9556506872177124,0.583891749382019,0.8321973085403442,0.8287625908851624,0.8366081714630127,0.375,0.8320884108543396,9.999999747378752e-05
