epoch,val_loss,val_accuracy,val_recall,val_precision,val_miou,val_f1_score,loss,accuracy,recall,precision,miou,f1_score,lr
1,0.5060085654258728,0.7338805198669434,0.584669291973114,0.8120937943458557,0.23635506629943848,0.7306187748908997,0.8062786910050663,0.7022852301597595,0.42299884557724,0.7995188236236572,0.2122555375099182,0.6555073857307434,9.999999747378752e-05
2,0.23092268407344818,0.8048324584960938,0.6682637929916382,0.82515549659729,0.2616752088069916,0.802798867225647,0.5230883380286714,0.7945870161056519,0.6302656531333923,0.815750241279602,0.24738749861717224,0.7904151082038879,9.999999747378752e-05
3,0.16292399168014526,0.8401552438735962,0.7124999761581421,0.840129554271698,0.28930774331092834,0.8367540240287781,0.40241451676075274,0.8307875394821167,0.6934782862663269,0.8325517773628235,0.2737915813922882,0.8312249779701233,9.999999747378752e-05
4,0.1880718171596527,0.8446348905563354,0.7383238673210144,0.8511801362037659,0.32087093591690063,0.8425348997116089,0.362509650297654,0.8472263216972351,0.7265149354934692,0.8459303975105286,0.3054218888282776,0.8466392159461975,9.999999747378752e-05
5,0.12857933342456818,0.8506565093994141,0.7567122578620911,0.858675479888916,0.34585919976234436,0.8518190979957581,0.3438992635671036,0.8574745059013367,0.7478950619697571,0.855351448059082,0.33480164408683777,0.8579649925231934,9.999999747378752e-05
6,0.11879977583885193,0.8591031432151794,0.771906316280365,0.8637934327125549,0.36778369545936584,0.8586748242378235,0.322915885383684,0.8692626357078552,0.7645249366760254,0.8615339398384094,0.35650014877319336,0.8691573739051819,9.999999747378752e-05
7,0.08633048087358475,0.8614701628684998,0.7848174571990967,0.8676400780677795,0.3870853781700134,0.8614142537117004,0.30826296056001035,0.8782745003700256,0.7787466645240784,0.8659132122993469,0.3782931864261627,0.878361701965332,9.999999747378752e-05
8,0.09384588152170181,0.8622004985809326,0.7951735854148865,0.8706616163253784,0.40243929624557495,0.8624660968780518,0.29818480307184003,0.8822267055511475,0.7902745604515076,0.8692700266838074,0.39516928791999817,0.8823406100273132,9.999999747378752e-05
9,0.14278610050678253,0.8424317836761475,0.8035784959793091,0.8730764985084534,0.4153348207473755,0.8423320055007935,0.29136199750670294,0.888362467288971,0.7996419072151184,0.8720134496688843,0.408822238445282,0.8885001540184021,9.999999747378752e-05
10,0.0997791513800621,0.8660986423492432,0.81074059009552,0.8751888275146484,0.42643845081329346,0.866226315498352,0.2865456954026834,0.8912532329559326,0.8072272539138794,0.8741246461868286,0.421181857585907,0.891537070274353,9.999999747378752e-05
11,0.18466554582118988,0.8539556860923767,0.8169618844985962,0.8771759867668152,0.4361879825592041,0.853895366191864,0.2789677654976373,0.894565224647522,0.8141340613365173,0.8763651251792908,0.4316863417625427,0.8948144912719727,9.999999747378752e-05
12,0.08403585106134415,0.8671979904174805,0.8224363923072815,0.8790982961654663,0.4446984827518463,0.8674607872962952,0.27273324083750644,0.8981099724769592,0.8197256326675415,0.878135085105896,0.4408765435218811,0.8982939124107361,9.999999747378752e-05
13,0.11961114406585693,0.8470854759216309,0.8272414803504944,0.8807723522186279,0.45213770866394043,0.8472484946250916,0.26809309172797696,0.902040421962738,0.8250769972801208,0.8801336884498596,0.44863149523735046,0.902297854423523,9.999999747378752e-05
14,0.09892360866069794,0.8665397763252258,0.8316068649291992,0.8823765516281128,0.4592800438404083,0.8667126297950745,0.2591326946303958,0.9049259424209595,0.8294591307640076,0.8815767168998718,0.45581817626953125,0.9051575064659119,9.999999747378752e-05
15,0.09769205003976822,0.8684303164482117,0.835737943649292,0.8840434551239014,0.46587419509887695,0.8685331344604492,0.2542283858589928,0.9086260795593262,0.8338057994842529,0.8832977414131165,0.4627537727355957,0.9088677763938904,9.999999747378752e-05
16,0.12310066819190979,0.8628617525100708,0.8395968675613403,0.885721743106842,0.4719215929508209,0.8629593849182129,0.2459405872593287,0.9136590361595154,0.8377808332443237,0.8849747180938721,0.46920451521873474,0.9138869047164917,9.999999747378752e-05
17,0.0672544538974762,0.8695115447044373,0.843230664730072,0.887354850769043,0.4774293303489685,0.8697875738143921,0.23711242859725987,0.9176475405693054,0.8414663076400757,0.8865833878517151,0.474721759557724,0.9178791046142578,9.999999747378752e-05
18,0.060445159673690796,0.8592420816421509,0.8465955853462219,0.8889134526252747,0.48266497254371643,0.859316885471344,0.23079047670476457,0.9210608601570129,0.8449937105178833,0.8881915807723999,0.48017171025276184,0.9212712049484253,9.999999747378752e-05
19,0.060102276504039764,0.8659448027610779,0.8498259782791138,0.8904969096183777,0.4877602159976959,0.866204023361206,0.21708416223744334,0.9266209602355957,0.84820556640625,0.8896961212158203,0.4851706922054291,0.9268292188644409,9.999999747378752e-05
20,0.07106970995664597,0.8690477609634399,0.8528708219528198,0.8920303583145142,0.49260929226875305,0.8692017793655396,0.21415724746327988,0.928587019443512,0.8514145016670227,0.891311526298523,0.4902370274066925,0.9287875294685364,9.999999747378752e-05
21,0.0794127881526947,0.8441064953804016,0.8557271361351013,0.8935182094573975,0.4974536895751953,0.8442785739898682,0.19961772037622255,0.9343312978744507,0.8544249534606934,0.8928918838500977,0.49520841240882874,0.9345149397850037,9.999999747378752e-05
22,0.0991046279668808,0.8312881588935852,0.8582911491394043,0.8948081135749817,0.5019546151161194,0.8312572240829468,0.1885863182536339,0.938446044921875,0.8571166396141052,0.8942550420761108,0.499857097864151,0.9386085271835327,9.999999747378752e-05
